restaurant,RestaurantID,RestaurantName,RestaurantCity,RestaurantAttributes
00000632C,632C,Northside Cafe,Chicago,American (New) Good Decor Dining Outdoors Good Food Great for People Watching below $15 Parking/Valet Place for Singles Pub Feel Good Service See the Game Short Drive Singles Scene Weekend Brunch 
00000633C,633C,Udupi Palace,Chicago,Carry in Wine and Beer Good Decor Excellent Food Indian below $15 Excellent Service Short Drive Weekend Brunch 
00000634C,634C,Osteria del Vecchio Ristorante,Chicago,Good Decor Good Food Italian $15-$30 Parking/Valet Pizza Private Parties Private Rooms Available Good Service 
00000635C,635C,Maple Tree Inn,Chicago,Cajun Creole Excellent Decor Dancing Dining Outdoors Entertainment Excellent Food Long Drive No Reservations $15-$30 Private Parties Private Rooms Available Excellent Service Weekend Brunch 
00000636C,636C,Coco Pazzo,Chicago,Business Scene Creative Cab Extraordinary Decor Extraordinary Food Good Out of Town Business Great Place to Meet for a Drink Hip Place To Be Italian $30-$50 Parking/Valet Power Brokers Romantic Extraordinary Service Weekend Brunch 
00000637C,637C,D'Agostino's Cafe & Bar,Chicago,Good Decor Good Food For the Young and Young at Heart Good for Younger Kids Italian $15-$30 Parking/Valet Pizza Relaxed Senior Scene Good Service Short Drive Weekend Brunch 
00000638C,638C,Bangkok,Chicago,Buffet Dining Excellent Decor Extraordinary Food $15-$30 Excellent Service Short Drive Thai 
00000639C,639C,Madison's,Chicago,After Hours Dining Business Scene Cab Good Decor Good Food Good Out of Town Business Italian Late Night Menu $15-$30 Private Parties Private Rooms Available Good Service Steakhouses Up and Coming Weekend Brunch 
00000640C,640C,EVEREST,Chicago,Business Scene Cab Near-perfect Decor Near-perfect Food Fabulous Wine Lists French (New) Game Good Out of Town Business Hip Place To Be Need To Dress over $50 Parking/Valet Power Brokers Pre-theater Dining Private Parties Private Rooms Available Prix Fixe Menus Quiet for Conversation Romantic Near-perfect Service Very Busy - Reservations a Must 
00000641C,641C,Babaluci,Chicago,Good Decor Good Food Italian $15-$30 Good Service Short Drive Weekend Brunch 
00000642C,642C,Leona's Daughters,Chicago,Good Decor Excellent Food For the Young and Young at Heart Good for Younger Kids Italian $15-$30 Parking/Valet Pizza Private Parties Private Rooms Available Relaxed Senior Scene Excellent Service Short Drive Weekend Brunch 
00000643C,643C,BOB CHINN'S CRAB HOUSE,Chicago,Good Decor Extraordinary Food Good for Younger Kids Long Drive No Reservations $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Seafood Weekend Brunch 
00000644C,644C,Marche,Chicago,Business Scene Cab Extraordinary Decor Excellent Food French Bistro Good Out of Town Business Great Place to Meet for a Drink Great for People Watching Hip Place To Be $30-$50 Parking/Valet Place for Singles Power Brokers Private Parties Private Rooms Available Pub Feel Romantic Excellent Service See the Game Singles Scene Up and Coming Walk Weekend Brunch 
00000645C,645C,Akai Hana,Chicago,An Out Of The Way Find Business Scene Excellent Decor Extraordinary Food Japanese Little Known But Well Liked Long Drive No Reservations No Smoking Allowed $15-$30 Quiet for Conversation Relaxed Senior Scene Excellent Service 
00000646C,646C,Cafe Bernard,Chicago,Good Decor Excellent Food French Bistro $15-$30 Parking/Valet Quiet for Conversation Romantic Excellent Service Short Drive Traditional Weekend Brunch 
00000647C,647C,Szechwan East,Chicago,Buffet Dining Business Scene Cab Chinese Good Decor Dim Sum Good Food $15-$30 Parking/Valet Private Parties Private Rooms Available Relaxed Senior Scene Good Service Weekend Brunch 
00000648C,648C,Formosa,Chicago,Carry in Wine and Beer Chinese Fair Decor Excellent Food below $15 Excellent Service Short Drive 
00000649C,649C,Vidalia on Park,Chicago,American (New) Business Scene Excellent Decor Excellent Food Long Drive $30-$50 Private Parties Private Rooms Available Quiet for Conversation Romantic Excellent Service Up and Coming Weekend Brunch 
00000650C,650C,Blackhawk Lodge,Chicago,American (Regional) Business Scene Cab Extraordinary Decor Dining Outdoors Excellent Food Great Place to Meet for a Drink $15-$30 Parking/Valet Excellent Service Traditional Weekend Brunch 
00000651C,651C,Rada's Inn,Chicago,Good Decor Eastern European Good Food $15-$30 Good Service Short Drive 
00000652C,652C,Ann Sather,Chicago,American (Traditional) An Historic Spot Catering for Special Events Good Decor Delivery Available Excellent Food Game Good for Younger Kids No Liquor Served No Reservations Open for Breakfast below $15 Parking/Valet Relaxed Senior Scene Excellent Service Short Drive Takeout Available Weekend Brunch 
00000653C,653C,Surf and Turf,Chicago,Business Scene Cab Excellent Decor Dancing Entertainment Excellent Food Good Out of Town Business Great Place to Meet for a Drink $30-$50 Parking/Valet Private Parties Private Rooms Available Excellent Service Seafood Steakhouses Up and Coming Walk Weekend Brunch 
00000654C,654C,Reza's,Chicago,Cab Good Decor Excellent Food Middle Eastern $15-$30 Parking/Valet Persian Private Parties Private Rooms Available Relaxed Senior Scene Excellent Service 
00000655C,655C,Rudi's Wine Bar & Cafe,Chicago,Excellent Decor Extraordinary Food French Bistro $15-$30 Romantic Excellent Service Short Drive Weekend Brunch 
00000656C,656C,Blue Agave,Chicago,Cab Good Decor Good Food Mexican $15-$30 Place for Singles Good Service Weekend Brunch 
00000657C,657C,Cornelia's,Chicago,American (Traditional) Cab Excellent Decor Excellent Food $15-$30 Excellent Service Weekend Brunch 
00000658C,658C,Francesco's Hole in the Wall,Chicago,Good Decor Good Food Italian Long Drive $15-$30 Parking/Valet Good Service Weekend Brunch 
00000659C,659C,Waterford,Chicago,An Out Of The Way Find Business Scene Classic Hotel Dining Continental Extraordinary Decor Extraordinary Food French Good Out of Town Business Little Known But Well Liked Long Drive Need To Dress $30-$50 Parking/Valet Private Parties Private Rooms Available Quiet for Conversation Romantic Extraordinary Service 
00000660C,660C,Farrago,Chicago,American (New) Creative Cab Excellent Decor Extraordinary Food $15-$30 Excellent Service Weekend Brunch 
00000661C,661C,D & J Bistro,Chicago,An Out Of The Way Find Excellent Decor Delivery Available Dining Outdoors Extraordinary Food French Bistro Long Drive $15-$30 Parking/Valet Private Parties Private Rooms Available Prix Fixe Menus Romantic Extraordinary Service Takeout Available Weekend Brunch 
00000662C,662C,Dee's,Chicago,Chinese Excellent Decor Extraordinary Food $15-$30 Parking/Valet Excellent Service Short Drive 
00000663C,663C,My Favorite Inn,Chicago,Good Decor Extraordinary Food Italian Long Drive No Reservations $15-$30 Relaxed Senior Scene Extraordinary Service Weekend Brunch 
00000664C,664C,Standard India,Chicago,Buffet Dining Carry in Wine and Beer Fair Decor Good Food Indian below $15 Good Service Short Drive 
00000665C,665C,Philander's,Chicago,Classic Hotel Dining Extraordinary Decor Excellent Food Long Drive $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Seafood 
00000666C,666C,Tulpe,Chicago,Carry in Wine and Beer Fair Decor Excellent Food Lithuanian below $15 Relaxed Senior Scene Good Service Short Drive Weekend Brunch 
00000667C,667C,Cafe Angelo,Chicago,Business Scene Cab Classic Hotel Dining Excellent Decor Excellent Food Italian $15-$30 Parking/Valet Pre-theater Dining Private Parties Private Rooms Available Quiet for Conversation Excellent Service Traditional 
00000668C,668C,Pine Yard,Chicago,Carry in Wine and Beer Chinese Good Decor Excellent Food Long Drive No Reservations $15-$30 Good Service 
00000669C,669C,Biggs,Chicago,Business Scene Extraordinary Decor Excellent Food French Game Good Out of Town Business Need To Dress $30-$50 Parking/Valet Private Parties Private Rooms Available Romantic Excellent Service Short Drive Walk Weekend Brunch 
00000670C,670C,Ethiopian Village,Chicago,Creative Good Decor Ethiopian Excellent Food below $15 Good Service Short Drive 
00000671C,671C,Dixie Que,Chicago,Cajun Catering for Special Events Creole Good Decor Delivery Available Dining Outdoors Good Food For the Young and Young at Heart Good for Younger Kids below $15 Parking/Valet Pub Feel Good Service See the Game Short Drive Singles Scene Soulfood Southern Takeout Available Weekend Brunch 
00000672C,672C,Star Top Cafe,Chicago,Excellent Decor Eclectic Extraordinary Food $15-$30 Excellent Service Short Drive 
00000673C,673C,Febo,Chicago,Good Decor Excellent Food Italian $15-$30 Parking/Valet Private Parties Private Rooms Available Relaxed Senior Scene Excellent Service Short Drive 
00000674C,674C,Buster Crab Seafood,Chicago,Good Decor Good Food $15-$30 Good Service Seafood Short Drive Weekend Brunch 
00000675C,675C,La Luce,Chicago,Business Scene Cab Good Decor Good Food Italian $15-$30 Parking/Valet Quiet for Conversation Good Service 
