Index,RestaurantID,RestaurantName,RestaurantCity,RestaurantAttributes
129,129A,Oscario's,Atlanta,Good Decor Excellent Food Italian (Southern) $15-$30 Parking/Valet Private Parties Private Rooms Available Romantic Excellent Service 
130,130A,La Fonda Latina,Atlanta,Caribbean Good Decor Dining Outdoors Excellent Food Great for People Watching below $15 Parking/Valet Quirky Good Service Weekend Dining Wheelchair Access 
131,131A,Nickiemoto's,Atlanta,Creative Excellent Decor Dining Outdoors Extraordinary Food Fine for Dining Alone Great for People Watching $15-$30 Pacific Rim Parking/Valet Excellent Service Singles Scene Weekend Dining Wheelchair Access 
132,132A,Sundown Cafe,Atlanta,American (Regional) Creative Excellent Decor Extraordinary Food Mexican $15-$30 Parking/Valet Excellent Service Southwestern Tex-Mex Wheelchair Access 
133,133A,Cafe Prego,Atlanta,Excellent Decor Dining Outdoors Excellent Food Italian (North & South) $15-$30 Parking/Valet Romantic Excellent Service Takeout Available Wheelchair Access 
134,134A,Phuket,Atlanta,Excellent Decor Excellent Food below $15 Parking/Valet Private Parties Private Rooms Available Quiet for Conversation Excellent Service Thai Weekend Dining Wheelchair Access 
135,135A,Fat Matt's Rib Shack,Atlanta,Bar-B-Q Catering for Special Events Good Decor Dining Outdoors Entertainment Excellent Food below $15 Parking/Valet Good Service Weekend Dining Wheelchair Access 
136,136A,Thumbs Up,Atlanta,American (Contemporary) Creative Catering for Special Events Good Decor Extraordinary Food Fine for Dining Alone No Smoking Allowed below $15 Private Parties Private Rooms Available Quirky Excellent Service Takeout Available Weekend Dining Wheelchair Access 
137,137A,Himalaya's,Atlanta,Catering for Special Events Good Decor Excellent Food Indian Little Known But Well Liked below $15 Parking/Valet Quirky Excellent Service Weekend Dining Wheelchair Access 
138,138A,California Pizza Kitchen,Atlanta,Creative Cab Good Decor Excellent Food Fine for Dining Alone For the Young and Young at Heart Good for Younger Kids No Smoking Allowed below $15 Parking/Valet Pizza Private Parties Private Rooms Available Excellent Service Weekend Dining Wheelchair Access 
139,139A,Bagel Palace,Atlanta,Catering for Special Events Coffee Shops Fair Decor Deli Diners Excellent Food Good for Younger Kids Jewish below $15 Parking/Valet Good Service Traditional 
140,140A,Cowan's Sandwich Shop,Atlanta,Catering for Special Events Good Decor Delivery Available Dining Outdoors Excellent Food Little Known But Well Liked below $15 Parking/Valet Excellent Service Soulfood Southern 
141,141A,Hong Kong Harbor,Atlanta,After Hours Dining Catering for Special Events Chinese Good Decor Excellent Food Late Night Menu below $15 Parking/Valet Excellent Service Wheelchair Access 
142,142A,Bugatti,Atlanta,Classic Hotel Dining Excellent Decor Excellent Food Italian (Northern) $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Weekend Dining 
143,143A,Old South Barbecue,Atlanta,Bar-B-Q Business Scene Catering for Special Events Fair Decor Excellent Food Fine for Dining Alone Good for Younger Kids below $15 Parking/Valet Relaxed Senior Scene Good Service Weekend Dining Wheelchair Access 
144,144A,Paisano's,Atlanta,Catering for Special Events Good Decor Delivery Available Dining Outdoors Excellent Food For the Young and Young at Heart Good for Younger Kids Health Conscious Menus Italian (North & South) below $15 Parking/Valet Private Parties Private Rooms Available Excellent Service Weekend Dining Wheelchair Access 
145,145A,The Public House,Atlanta,American (Contemporary) An Historic Spot Extraordinary Decor Entertainment Extraordinary Food For the Young and Young at Heart Good for Younger Kids $15-$30 Parking/Valet Private Parties Private Rooms Available Relaxed Senior Scene Romantic Extraordinary Service Weekend Dining 
146,146A,Bambinelli's,Atlanta,Catering for Special Events Good Decor Dining Outdoors Entertainment Excellent Food Good for Younger Kids Italian (Northern) below $15 Parking/Valet Private Parties Private Rooms Available Good Service Takeout Available Wheelchair Access 
147,147A,CHOPSTIX,Atlanta,Chinese Extraordinary Decor Dining Outdoors Entertainment Extraordinary Food Good Out of Town Business Hip Place To Be $15-$30 Parking/Valet Romantic Extraordinary Service Wheelchair Access 
148,148A,CHOPSTIX,Atlanta,Chinese Near-perfect Decor Dining Outdoors Entertainment Near-perfect Food Good Out of Town Business Hip Place To Be $30-$50 Parking/Valet Romantic Extraordinary Service Wheelchair Access 
149,149A,Athens Pizza,Atlanta,Catering for Special Events Fair Decor Excellent Food For the Young and Young at Heart Good for Younger Kids Greek Italian (North & South) below $15 Good Service Weekend Dining 
150,150A,East Village Grille,Atlanta,After Hours Dining American (Traditional) Good Decor Dining Outdoors Good Food Fine for Dining Alone Good for Younger Kids Great for People Watching Late Night Menu below $15 Parking/Valet People Keep Coming Back Private Parties Private Rooms Available Good Service Singles Scene Soulfood Southern Takeout Available Warm spots by the fire Weekend Dining 
151,151A,Alfredo's Italian Restaurant,Atlanta,Catering for Special Events Good Decor Excellent Food Italian (North & South) $15-$30 Parking/Valet Private Parties Private Rooms Available Relaxed Senior Scene Excellent Service Takeout Available Weekend Dining 
152,152A,Longhorn Steaks,Atlanta,Excellent Decor Excellent Food Fine for Dining Alone Good for Younger Kids $15-$30 Parking/Valet Excellent Service Singles Scene Steakhouses Takeout Available Weekend Dining Wheelchair Access 
153,153A,Prince of Wales,Atlanta,Catering for Special Events Excellent Decor Dining Outdoors English Good Food Great for People Watching below $15 Parking/Valet Private Parties Private Rooms Available Pub Feel Excellent Service Takeout Available Weekend Dining Wheelchair Access 
154,154A,Royal Bagel,Atlanta,Fair Decor Deli Extraordinary Food below $15 Good Service Traditional 
155,155A,Hsu's,Atlanta,Business Scene Catering for Special Events Chinese Excellent Decor Excellent Food $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Wheelchair Access 
156,156A,Rainbow Restaurant,Atlanta,Fair Decor Extraordinary Food Fine for Dining Alone Health Conscious Menus Health Food No Smoking Allowed below $15 Quirky Relaxed Senior Scene Excellent Service Takeout Available Weekend Dining Wheelchair Access 
157,157A,Joey D's Oakroom,Atlanta,American (Traditional) Excellent Decor Deli Dining Outdoors Excellent Food Good for Younger Kids $15-$30 Parking/Valet Excellent Service Weekend Dining Wheelchair Access 
158,158A,Ray's on the River,Atlanta,American (Traditional) Catering for Special Events Excellent Decor Entertainment Excellent Food For the Young and Young at Heart Good for Younger Kids Health Conscious Menus $15-$30 Parking/Valet Private Parties Private Rooms Available Prix Fixe Menus Relaxed Senior Scene Excellent Service Seafood Singles Scene Takeout Available Weekend Dining Wheelchair Access 
159,159A,Slocum's Tavern & Grill,Atlanta,American (Traditional) Good Decor Excellent Food For the Young and Young at Heart Good for Younger Kids No Smoking Allowed $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Seafood Singles Scene Steakhouses Takeout Available Warm spots by the fire Weekend Dining Wheelchair Access 
160,160A,Skeeter's,Atlanta,American (Traditional) Excellent Decor Excellent Food Good for Younger Kids $15-$30 Parking/Valet Excellent Service Singles Scene Takeout Available Weekend Dining Wheelchair Access 
161,161A,Vickery's,Atlanta,After Hours Dining American (Regional) Cuban Excellent Decor Dining Outdoors Excellent Food Great for People Watching Hamburgers Hip Place To Be Late Night Menu $15-$30 Quirky Excellent Service Singles Scene Weekend Dining Wheelchair Access 
162,162A,57th Fighter Group,Atlanta,American (Traditional) Catering for Special Events Extraordinary Decor Dancing Dining Outdoors Early Dining Good Food For the Young and Young at Heart Good for Younger Kids $15-$30 Parking/Valet People Keep Coming Back Pre-theater Dining Private Parties Private Rooms Available Good Service Very Busy - Reservations a Must Warm spots by the fire Weekend Dining Wheelchair Access 
163,163A,Dante's Down the Hatch,Atlanta,An Historic Spot Creative Extraordinary Decor Dining After the Theater Early Dining Entertainment Excellent Food Fabulous Wine Lists Good Out of Town Business Late Night Menu $15-$30 Parking/Valet Pre-theater Dining Private Parties Private Rooms Available Romantic Excellent Service Singles Scene Swiss Warm spots by the fire Weekend Dining Wheelchair Access 
164,164A,Stringer's Fish Camp,Atlanta,Catering for Special Events Good Decor Excellent Food Good for Younger Kids below $15 Parking/Valet Private Parties Private Rooms Available Excellent Service Seafood Takeout Available Weekend Dining Wheelchair Access 
165,165A,Fichi,Atlanta,Catering for Special Events Continental Good Decor Excellent Food Good for Younger Kids Health Conscious Menus Italian (North & South) $15-$30 Parking/Valet Excellent Service Takeout Available Weekend Dining Wheelchair Access 
166,166A,LA GROTTA,Atlanta,Business Scene Extraordinary Decor Delivery Available Dining Outdoors Near-perfect Food Fabulous Wine Lists Good Out of Town Business Italian (Northern) Need To Dress $30-$50 Parking/Valet Quiet for Conversation Romantic Extraordinary Service Traditional Takeout Available Wheelchair Access 
167,167A,Everybody's Pizza,Atlanta,Catering for Special Events Good Decor Delivery Available Dining Outdoors Excellent Food For the Young and Young at Heart Good for Younger Kids Italian (North & South) below $15 Parking/Valet Pizza Good Service Singles Scene Weekend Dining Wheelchair Access 
168,168A,Scalini's,Atlanta,Authentic Good Decor Dining Outdoors Early Dining Good Food Good for Younger Kids Italian (Northern) below $15 Parking/Valet Pre-theater Dining Private Parties Private Rooms Available Good Service Weekend Dining Wheelchair Access 
169,169A,The Abbey,Atlanta,An Historic Spot Business Scene Continental Extraordinary Decor Entertainment Excellent Food Fabulous Wine Lists French Good Out of Town Business $30-$50 Parking/Valet Private Parties Private Rooms Available Romantic Excellent Service Very Busy - Reservations a Must Weekend Dining 
170,170A,1848 House,Atlanta,An Historic Spot An Out Of The Way Find Business Scene Extraordinary Decor Extraordinary Food Good Out of Town Business $15-$30 Private Parties Private Rooms Available Prix Fixe Menus Romantic Extraordinary Service Soulfood Southern Warm spots by the fire Weekend Dining Wheelchair Access 
171,171A,Brookwood Grill,Atlanta,American (Traditional) Excellent Decor Dining Outdoors Excellent Food below $15 Parking/Valet Excellent Service Singles Scene Weekend Dining Wheelchair Access 
172,172A,Killeen's,Atlanta,American (Traditional) Continental Extraordinary Decor Dancing Entertainment Excellent Food Good for Younger Kids $15-$30 Private Parties Private Rooms Available Excellent Service Weekend Dining Wheelchair Access 
173,173A,Carbo's Cafe,Atlanta,Business Scene Continental Extraordinary Decor Dining Outdoors Early Dining Entertainment Extraordinary Food Good Out of Town Business $30-$50 Parking/Valet Power Brokers Pre-theater Dining Private Parties Private Rooms Available Romantic Extraordinary Service Traditional Very Busy - Reservations a Must Warm spots by the fire Weekend Dining Wheelchair Access 
174,174A,Rocky's Brick Oven Pizza,Atlanta,Catering for Special Events Good Decor Delivery Available Dining Outdoors Extraordinary Food For the Young and Young at Heart Good for Younger Kids Italian (North & South) below $15 Pizza Excellent Service Weekend Dining Wheelchair Access 
175,175A,Gorin's Diner,Atlanta,Catering for Special Events Coffee Shops Good Decor Delivery Available Diners Dining Outdoors Good Food Good for Younger Kids No Smoking Allowed below $15 Parking/Valet People Keep Coming Back Good Service Wheelchair Access 
176,176A,Georgia Grille,Atlanta,American (Regional) Excellent Decor Dining Outdoors Extraordinary Food $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Southern Comfort Southwestern Weekend Dining 
177,177A,Camille's,Atlanta,Good Decor Dining Outdoors Excellent Food Italian (Southern) $15-$30 Pizza Quirky Excellent Service Weekend Dining 
178,178A,NIKOLAI'S ROOF,Atlanta,Business Scene Classic Hotel Dining Continental Near-perfect Decor Extraordinary Food Fabulous Wine Lists Good Out of Town Business Need To Dress over $50 Parking/Valet Romantic Russian Extraordinary Service Very Busy - Reservations a Must Weekend Dining 
179,179A,Bagelicious,Atlanta,Coffee Shops Fair Decor Deli Diners Excellent Food Jewish below $15 Parking/Valet Good Service Wheelchair Access 
180,180A,The King and I,Atlanta,Chinese Good Decor Excellent Food No Smoking Allowed below $15 Excellent Service Traditional Thai Weekend Dining 
181,181A,Provino's,Atlanta,Good Decor Excellent Food Good for Younger Kids Italian (Northern) below $15 Private Parties Private Rooms Available Excellent Service Takeout Available Wheelchair Access 
182,182A,Khan's,Atlanta,Catering for Special Events Good Decor Dining Outdoors Extraordinary Food Good for Younger Kids Indian Little Known But Well Liked $15-$30 Parking/Valet Private Parties Private Rooms Available Good Service Weekend Dining Wheelchair Access 
